Course_Name,Level,Rating,Skills,Number of students,Platform
Data Structures and Algorithms Specialization,2,4.6,"Debugging, Software Testing, Algorithms, Data Structure, Computer Programming, Dynamic Programming, Binary Search Tree, Priority Queue, Hash Table, Stack (Abstract Data Type), List, Graph Theory, ",12782,Coursera
Software Product Management Specialization,1,4.7,"Software Requirements, Product Management, Scrum, agile, Project Management, Agile Software Development, Software Product Management, Software Project Management, Lean Software Development, Software Development Process, Scrum (Software Development), User Story, ",8428,Coursera
Genomic Data Science Specialization,0,4.4,"Bioinformatics, Statistics, Data Science, Computational Biology, Biopython, Python Programming, Genomics, Bioinformatics Algorithms, Algorithms, Algorithms On Strings, Samtools, Unix, ",5102,Coursera
Methods and Statistics in Social Sciences Specialization,2,4.6,"Statistics, Statistical Inference, R Programming, Qualitative Research, Confidence Interval, Statistical Hypothesis Testing, Regression Analysis, Analysis Of Variance (ANOVA), ",3953,Coursera
"NoSQL, Big Data, and Spark Foundations Specialization",2,4.3,"Apache Hadoop, Mongodb, Big Data, Apache Spark, NoSQL Databases, NoSQL, Cloud Database, Cloudant, Cassandra, SparkSQL, SparkML, ",102,Coursera
TensorFlow: Advanced Techniques Specialization,2,4.8,"Model Interpretability, Custom Training Loops, Custom and Exotic Models, Generative Machine Learning, Object Detection, Functional API, Custom Layers, Custom and Exotic Models with Functional API, Custom Loss Functions, Distribution Strategies, Basic Tensor Functionality, GradientTape for Optimization, ",1157,Coursera
"Data Engineering, Big Data, and Machine Learning on GCP Specialization",2,4.6,"Tensorflow, Bigquery, Google Cloud Platform, Cloud Computing, ",12174,Coursera
Mathematics for Machine Learning Specialization,1,4.6,"Eigenvalues And Eigenvectors, Principal Component Analysis (PCA), Multivariable Calculus, Linear Algebra, Basis (Linear Algebra), Transformation Matrix, Linear Regression, Vector Calculus, Gradient Descent, Dimensionality Reduction, Python Programming, ",12121,Coursera
Agile Development Specialization,1,4.7,"hypothesis-driven development, Design Thinking, User Experience (UX), agile, Lean Startup, agile user stories, User Experience Design (UXD), Agile Software Development, Product Management, Software Development, Usability Testing, Continuous Delivery, ",2736,Coursera
Practical Data Science on the AWS Cloud Specialization,2,4.6,"Natural Language Processing with BERT, ML Pipelines and ML Operations (MLOps), A/B Testing and Model Deployment, Data Labeling at Scale, Automated Machine Learning (AutoML), Statistical Data Bias Detection, Multi-class Classification with FastText and BlazingText, Data ingestion, Exploratory Data Analysis, ML Pipelines and MLOps, Model Training and Deployment with BERT, Model Debugging and Evaluation, ",438,Coursera
Music Production Specialization,1,4.8,"Audio Recording, Music, Music production, Sound Design, Audio Editing, Audio Production, Songwriting, Music recording, MIDI, Pro Tools, music editing, Music mixing, ",1759,Coursera
Google Cloud Database Engineer Specialization,0,4.7,"Cloud Platforms, Cloud Storage, Google Cloud Platform, Google Compute Engine, Google App Engine (GAE), Cloud Computing, MySQL, cloud sql, SQL Operations, Database (DBMS), Data Management, Postgresql, ",99,Coursera
Architecting with Google Compute Engine Specialization,0,4.7,"Google Compute Engine, Google App Engine (GAE), Google Cloud Platform, Cloud Computing, Virtual Machine, Network Architecture, Debugging, Cloud Storage, Data Store, Load Balancing, Virtual Private Network (VPN), Autoscaling, ",26329,Coursera
The DIY Musician Specialization,1,4.7,"Crowdfunding, Music production, Social Media, Songwriting, Music recording, Music, Poetry, Audio Production, MIDI, Pro Tools, Music business, Marketing, ",426,Coursera
Algorithms Specialization,1,4.8,"Algorithms, Dynamic Programming, Greedy Algorithm, Divide And Conquer Algorithms, Randomized Algorithm, Sorting Algorithm, Graphs, Data Structure, Hash Table, Spanning Tree, Np-Completeness, ",5381,Coursera
Applied Data Science with R Specialization,0,4.5,"Shiny Dashboards, Data Analysis and Modelling, R Programmin Language, Data Visualization (DataViz), SQL & RDBMS, Data Science, R Programming, Select (Sql), Relational Databases (RDBMS), Data Analysis, Statistical Analysis, Linear Regression, ",90,Coursera
Geographic Information Systems  (GIS) Specialization,1,4.8,"Geographic Information System (GIS), Satellite, Imagery Analysis, Model Building, spatial visualization, Spatial Analysis, Data Analysis, Data Visualization (DataViz), Software, Analytics, Workflow, Data Management, ",5458,Coursera
Java Programming and Software Engineering Fundamentals Specialization,2,4.6,"HTML, JavaScript, Cascading Style Sheets (CSS), Java Programming, Html5, Algorithms, Problem Solving, String (Computer Science), Data Structure, Cryptography, Hash Table, Programming Principles, ",13832,Coursera
MATLAB Programming for Engineers and Scientists Specialization,2,4.8,"Matlab, Data Analysis, Object-Oriented Programming (OOP), Image Processing, Computer Programming, Problem Solving, Programming Language, ",4284,Coursera
Architecting with Google Kubernetes Engine Specialization,2,4.7,"Google Compute Engine, Google App Engine (GAE), Google Cloud Platform, Cloud Computing, ",6484,Coursera
Security in Google Cloud Specialization,1,4.7,"Google Compute Engine, Google App Engine (GAE), Google Cloud Platform, Cloud Computing, ",3827,Coursera
Coding for Everyone: C and C++ Specialization,2,4.4,"Algorithms, C Programming, Coding, C++, Computer Programming, Graph Theory, C++11, Graph Algorithms, Standard Template Library, ",2473,Coursera
Developing Applications with Google Cloud Specialization,0,4.7,"Debugging, Google Cloud Platform, Cloud Storage, Application development, Cloud Computing, Google Compute Engine, Google App Engine (GAE), Data Store, Application Programming Interfaces (API), Cloud Functions, Identity Management (IDM), Cloud Endpoints, ",7991,Coursera
Real-World Product Management Specialization,1,4.5,"PM Interviewing, Real-World Examples, Product Management, Real-World Assignments, Technology Leadership, Go-to-market Strategy, Product/Market Fit, Tech Leadership, B2B Sales, Monetization Strategy, A/B/n testing, Customer Retention, ",665,Coursera
Networking in Google Cloud Specialization,1,4.8,"Google Compute Engine, Google App Engine (GAE), Google Cloud Platform, Cloud Computing, ",4384,Coursera
Introduction to Cyber Security Specialization,1,4.7,"Cryptography, Cybersecurity, Risk Assessment, Cyber Defense, Cyber Attacks, Information Security (INFOSEC), Denial-Of-Service Attack (DOS), Public-Key Cryptography, ",2665,Coursera
AI for Medicine Specialization,2,4.7,"model interpretation, Image Segmentation, natural language extraction, Machine Learning, time-to-event modeling, Deep Learning, model evaluation, Multi-class classification, Random Forest, model tuning, treatment effect estimation, machine learning interpretation, ",1986,Coursera
Dynamic Public Speaking Specialization,2,4.8,"Communication, Presentation, Speech, Public Speaking, Confidence, ",1155,Coursera
User Experience Research and Design Specialization,0,4.8,"User Research, Affinity Diagram, human computer interaction, User Experience (UX), User Experience Design (UXD), Adobe Photoshop, ",1694,Coursera
Good with Words: Writing and Editing Specialization,1,4.8,"Persuasion, Creativity, Writing, Time management, Editing, ",1690,Coursera
Drug Development Product Management Specialization,1,4.7,"Marketing, Drug Regulations, Drug Discovery, Clinical Trials, Pharmacology, Drug Development, Clinical Development, Pharmacokinetics, Clinical Research, Clinical Trial Design, ",1908,Coursera
Web Design for Everybody: Basics of Web Development & Coding Specialization,2,4.8,"Web Development, Cascading Style Sheets (CSS), Html5, JavaScript, Responsive Web Design, Web Design, Web Accessibility, HTML, Style Sheets, Document Object Model (DOM), Bootstrap (Front-End Framework), ",24209,Coursera
Microsoft Azure Fundamentals AZ-900 Exam Prep Specialization,1,4.6,"Microsoft Azure, Cloud Computing, Cloud Computing Security, Artificial Intelligence (AI), Internet Of Things (IOT), Application Design, Cloud Governance Strategy, Test Preparation, ",1692,Coursera
Clinical Trials Operations Specialization,0,4.8,"Data Management, Trial Design, Ethics, Clinical Data Management, Data Collection, Clinical Trial Design, Randomization, Masking, Statistical Analysis, Monitoring, Reproducibility, Meta-Analysis, ",76,Coursera
Data Analysis with R Specialization,1,4.7,"Statistics, R Programming, Rstudio, Exploratory Data Analysis, Statistical Inference, Statistical Hypothesis Testing, Linear Regression, Regression Analysis, ",5669,Coursera
Bayesian Statistics Specialization,1,4.7,"Bayesian Statistics, Data Science, R Programming, Data Analysis, Statistics, Bayesian Inference, Gibbs Sampling, Markov Model, Mixture Model, Forecasting, Dynamic Linear Modeling, Time Series, ",206,Coursera
Data Science Foundations: Data Structures and Algorithms Specialization,1,4.7,"Algorithm Design, Python Programming, Data Structure Design, Analysis of Algorithms, Hashtables, Graphs Algorithms, Intractability, ",197,Coursera
Biostatistics in Public Health  Specialization,1,4.8,"Statistics, Statistical Hypothesis Testing, variability, regression, Normal Distribution, summary measures, binary data, Confidence Interval, p values, sampling, P-Value, Proportional Hazards Model, ",1910,Coursera
Algorithms for Battery Management Systems Specialization,2,4.8,"Design equivalent-circuit models for lithium-ion battery cells, Implement state-of-charge estimators for lithium-ion battery cells, Understand how lithium-ion battery cells work and basic requirements of battery-management systems, Implement state-of-health estimators for lithium-ion battery cells, Understand balancing requirements and implement power estimators for lithium-ion battery packs, Understand the requirements of a battery-management system, Understand how lithium-ion battery cells work, How to implement state-of-charge (SOC) estimators for lithium-ion battery cells, H​ow to implement state-of-health (SOH) estimators for lithium-ion battery cells, H​ow to design balancers and power-limits estimators for lithium-ion battery packs, ",1546,Coursera
Game Design: Art and Concepts Specialization,1,4.7,"Interactive Storytelling, Game Design Document, Video Game Design, Game Design, Video Game Development, Gameplay, Level Design, Art, ",2310,Coursera
Neuroscience and Neuroimaging Specialization,0,4.7,"Experiment, Neuroscience, R Programming, Image Processing, Statistics, Statistical Analysis, Statistical Model, Preprocessor, Brain, Neurology, ",764,Coursera
Electronic Music Production Specialization,1,4.8,"Audio Production, Audio Recording, Music, Sound Design, Audio Editing, Music Making, File Management, Ableton, MIDI programming, Create an electronic composition, Create custom synthesizer patches, Manipulate preset patches, ",493,Coursera
Excel/VBA for Creative Problem Solving Specialization,0,4.8,"Microsoft Excel Vba, Computer Programming, Problem Solving, Arrays, Debugging, ",3552,Coursera
People and Soft Skills for Professional and Personal Success Specialization,1,4.7,"Presentation Skills, Communication Skills, Professional Development, People Skills, Soft skills, teamwork, Listening Skills, Communication, Critical Thinking, Creative Skills, Powerpoint Skills, Agility, ",146,Coursera
Object Oriented Programming in Java Specialization,1,4.6,"Data Structure, Hash Table, Java Programming, Object-Oriented Programming (OOP), Algorithms, Problem Solving, String (Computer Science), Cryptography, Logic Programming, Sorting Algorithm, Trees (Data Structures), Linked List, ",3723,Coursera
Databases for Data Scientists Specialization,0,4.7,"Database (DB) Design, Data Warehousing, NoSQL, database administration, SQL, Database (DBMS), Relational Models, Normalization, Entity–Relationship (E-R) Model, Data Science, Database Application, SQL (Structured Query Language), ",259,Coursera
PostgreSQL for Everybody Specialization,0,4.7,"Json, Database (DBMS), Natural Language Processing, SQL, ",803,Coursera
Advanced Data Science with IBM Specialization,2,4.4,"Data Science, Internet Of Things (IOT), Deep Learning, Apache Spark, Statistics, Machine Learning, Long Short-Term Memory (ISTM), ",2335,Coursera
